Subject,ROI,Cluster,ACW_s,ACW_grand_mean_s,Condition
sub-007,caudalmiddlefrontal-rh,3,0.01796875,0.01642578125,EO
sub-007,cuneus-lh,1,0.0160546875,0.01642578125,EO
sub-007,cuneus-rh,1,0.0161328125,0.01642578125,EO
sub-007,frontalpole-lh,3,0.0144140625,0.01642578125,EO
sub-007,frontalpole-rh,3,0.0104296875,0.01642578125,EO
sub-007,fusiform-lh,1,0.008046875,0.01642578125,EO
sub-007,fusiform-rh,1,0.0347265625,0.01642578125,EO
sub-007,inferiorparietal-lh,2,0.0209375,0.01642578125,EO
sub-007,inferiorparietal-rh,2,0.01609375,0.01642578125,EO
sub-007,inferiortemporal-lh,1,0.0078125,0.01642578125,EO
sub-007,inferiortemporal-rh,1,0.008203125,0.01642578125,EO
sub-007,insula-lh,4,0.0080859375,0.01642578125,EO
sub-007,insula-rh,4,0.01375,0.01642578125,EO
sub-007,lateraloccipital-lh,1,0.0155859375,0.01642578125,EO
sub-007,lateraloccipital-rh,1,0.0160546875,0.01642578125,EO
sub-007,lingual-lh,1,0.016171875,0.01642578125,EO
sub-007,lingual-rh,1,0.0166015625,0.01642578125,EO
sub-007,middletemporal-lh,1,0.0115234375,0.01642578125,EO
sub-007,middletemporal-rh,1,0.0209375,0.01642578125,EO
sub-007,parsopercularis-lh,3,0.0100390625,0.01642578125,EO
sub-007,parsopercularis-rh,3,0.0119140625,0.01642578125,EO
sub-007,parsorbitalis-lh,3,0.0080078125,0.01642578125,EO
sub-007,parsorbitalis-rh,3,0.0145703125,0.01642578125,EO
sub-007,parstriangularis-lh,3,0.008046875,0.01642578125,EO
sub-007,parstriangularis-rh,3,0.00921875,0.01642578125,EO
sub-007,pericalcarine-lh,1,0.018984375,0.01642578125,EO
sub-007,pericalcarine-rh,1,0.01671875,0.01642578125,EO
sub-007,posteriorcingulate-lh,2,0.0198828125,0.01642578125,EO
sub-007,posteriorcingulate-rh,2,0.0200390625,0.01642578125,EO
sub-007,precentral-lh,3,0.0267578125,0.01642578125,EO
sub-007,precentral-rh,3,0.01765625,0.01642578125,EO
sub-007,precuneus-lh,2,0.02484375,0.01642578125,EO
sub-007,precuneus-rh,2,0.01796875,0.01642578125,EO
